from,to
T393,T924
T671,T924
T586,T925
T624,T925
T485,T925
T283,T927
T148,T928
T634,T928
T624,T928
T711,T929
T412,T929
T40,T929
T406,T929
T911,T929
T708,T930
T244,T930
T487,T932
T276,T932
T919,T932
T382,T932
T21,T932
T838,T933
T813,T933
T319,T934
T288,T934
T879,T935
T713,T935
T702,T935
T138,T937
T762,T938
T454,T938
T276,T939
T747,T939
T620,T940
T662,T940
T92,T940
T453,T941
T936,T942
T759,T943
T497,T943
T778,T943
T889,T944
T383,T944
T841,T944
T58,T944
T811,T945
T163,T945
T68,T945
T319,T945
T519,T946
T414,T946
T139,T946
T800,T946
T872,T946
T901,T947
T583,T947
T30,T947
T178,T947
T897,T948
T858,T949
T34,T951
T52,T952
T941,T952
T370,T952
T204,T953
T281,T953
T378,T953
T844,T953
T476,T953
T407,T954
T651,T954
T946,T954
T127,T954
T32,T955
T248,T955
T382,T955
T501,T955
T609,T955
T182,T956
T892,T956
T486,T956
T565,T957
T359,T957
T353,T957
T168,T957
T767,T958
T851,T958
T93,T959
T292,T959
T29,T959
T396,T959
T51,T959
T875,T960
T799,T961
T220,T961
T878,T961
T227,T961
T231,T962
T694,T962
T212,T962
T276,T962
T668,T962
T526,T963
T21,T963
T886,T963
T10,T964
T486,T964
T934,T964
T136,T964
T663,T964
T616,T965
T259,T967
T825,T968
T966,T968
T313,T968
T730,T968
T659,T969
T282,T969
T434,T969
T917,T969
T386,T969
T471,T970
T259,T970
T478,T971
T694,T972
T534,T972
T407,T973
T599,T973
T105,T973
T8,T973
T679,T974
T864,T974
T860,T974
T384,T974
T663,T975
T609,T975
T624,T975
T290,T975
T701,T976
T111,T976
T66,T977
T345,T977
T284,T977
T333,T978
T883,T978
T284,T978
T268,T978
T672,T978
T976,T979
T914,T979
T668,T979
T306,T979
T193,T979
T530,T980
T922,T981
T414,T983
T677,T983
T328,T983
T698,T983
T739,T984
T510,T986
T303,T986
T266,T986
T929,T986
T429,T986
T398,T987
T755,T987
T37,T987
T726,T988
T586,T988
T836,T988
T195,T988
T744,T989
T731,T989
T703,T990
T654,T991
T804,T991
T488,T991
T929,T991
T368,T992
T520,T992
T308,T992
T866,T992
T175,T992
T898,T993
T572,T993
T186,T993
T301,T993
T100,T993
T132,T994
T759,T994
T265,T994
T828,T995
T573,T995
T782,T995
T935,T995
T188,T995
T922,T996
T344,T996
T671,T996
T92,T996
T228,T996
T229,T997
T763,T997
T431,T998
T808,T998
T381,T999
T267,T999
T302,T1000
T475,T1000
T872,T1000
T121,T1000
