task_id,base_runtime
T2497,191
T2498,155
T2499,53
T2500,54
T2501,185
T2502,120
T2503,187
T2504,123
T2505,54
T2506,178
T2507,160
T2508,95
T2509,77
T2510,74
T2511,184
T2512,88
T2513,111
T2514,99
T2515,184
T2516,114
T2517,140
T2518,118
T2519,151
T2520,70
T2521,145
T2522,153
T2523,167
T2524,194
T2525,112
T2526,107
T2527,126
T2528,70
T2529,58
T2530,73
T2531,153
T2532,147
T2533,146
T2534,191
T2535,171
T2536,64
T2537,52
T2538,93
T2539,71
T2540,177
T2541,161
T2542,134
T2543,194
T2544,74
T2545,185
T2546,60
T2547,108
T2548,104
T2549,195
T2550,171
T2551,119
T2552,61
T2553,69
T2554,121
T2555,189
T2556,194
T2557,58
T2558,95
T2559,130
T2560,54
T2561,103
T2562,200
T2563,86
T2564,151
T2565,69
T2566,126
T2567,91
T2568,194
T2569,111
T2570,195
T2571,149
T2572,188
T2573,134
T2574,148
T2575,85
T2576,70
T2577,178
T2578,138
T2579,63
T2580,75
T2581,161
T2582,109
T2583,69
T2584,137
T2585,151
T2586,133
T2587,57
T2588,119
T2589,165
T2590,175
T2591,108
T2592,141
T2593,191
T2594,146
T2595,160
T2596,97
T2597,199
T2598,147
T2599,71
T2600,125
T2601,113
T2602,68
T2603,71
T2604,118
T2605,89
T2606,147
T2607,89
T2608,149
T2609,131
T2610,142
T2611,77
T2612,73
T2613,51
T2614,128
T2615,163
T2616,142
T2617,119
T2618,76
T2619,83
T2620,72
T2621,97
T2622,160
T2623,164
T2624,192
T2625,192
T2626,181
T2627,154
T2628,76
T2629,56
T2630,72
T2631,140
T2632,191
T2633,73
T2634,133
T2635,148
T2636,53
T2637,124
T2638,155
T2639,149
T2640,71
T2641,193
T2642,112
T2643,196
T2644,183
T2645,93
T2646,147
T2647,93
T2648,85
T2649,118
T2650,127
T2651,118
T2652,176
T2653,87
T2654,66
T2655,92
T2656,161
T2657,120
T2658,157
T2659,126
T2660,173
T2661,69
T2662,142
T2663,114
T2664,113
T2665,176
T2666,100
T2667,167
T2668,77
T2669,84
T2670,127
T2671,51
T2672,151
T2673,135
T2674,147
T2675,134
T2676,162
T2677,135
T2678,160
T2679,84
T2680,126
T2681,132
T2682,101
T2683,172
T2684,130
T2685,95
T2686,151
T2687,131
T2688,124
T2689,175
T2690,197
T2691,112
T2692,133
T2693,146
T2694,121
T2695,150
T2696,143
T2697,79
T2698,194
T2699,101
T2700,189
T2701,96
T2702,190
T2703,56
T2704,168
T2705,103
T2706,162
T2707,124
T2708,67
T2709,154
T2710,177
T2711,85
T2712,127
T2713,111
T2714,114
T2715,89
T2716,158
T2717,146
T2718,68
T2719,164
T2720,172
T2721,199
T2722,152
T2723,186
T2724,179
T2725,157
T2726,189
T2727,59
T2728,142
T2729,187
T2730,71
T2731,77
T2732,113
T2733,140
T2734,92
T2735,61
T2736,194
T2737,152
T2738,134
T2739,160
T2740,77
T2741,52
T2742,75
T2743,116
T2744,106
T2745,180
T2746,182
T2747,192
T2748,198
T2749,197
T2750,106
T2751,164
T2752,145
T2753,150
T2754,168
T2755,200
T2756,178
T2757,88
T2758,138
T2759,56
T2760,173
T2761,76
T2762,125
T2763,156
T2764,71
T2765,79
T2766,86
T2767,139
T2768,129
T2769,137
T2770,166
T2771,102
T2772,183
T2773,173
T2774,139
T2775,171
T2776,74
T2777,162
T2778,165
T2779,131
T2780,67
T2781,126
T2782,61
T2783,79
T2784,55
T2785,137
T2786,77
T2787,92
T2788,112
T2789,182
T2790,94
T2791,191
T2792,90
T2793,134
T2794,193
T2795,159
T2796,168
T2797,109
T2798,153
T2799,97
T2800,97
T2801,160
T2802,151
T2803,57
T2804,100
T2805,165
T2806,159
T2807,149
T2808,51
T2809,104
T2810,102
T2811,121
T2812,66
T2813,197
T2814,76
T2815,187
T2816,97
T2817,143
T2818,133
T2819,100
T2820,167
T2821,79
T2822,117
T2823,175
T2824,185
T2825,130
T2826,149
T2827,150
T2828,200
T2829,79
T2830,139
T2831,140
T2832,167
T2833,94
T2834,126
T2835,71
T2836,84
T2837,130
T2838,80
T2839,111
T2840,128
T2841,79
T2842,96
T2843,145
T2844,86
T2845,180
T2846,149
T2847,157
T2848,85
T2849,197
T2850,148
T2851,158
T2852,97
T2853,174
T2854,187
T2855,94
T2856,192
T2857,92
T2858,175
T2859,123
T2860,85
T2861,97
T2862,130
T2863,165
T2864,63
T2865,141
T2866,52
T2867,174
T2868,84
T2869,99
T2870,148
T2871,193
T2872,179
T2873,176
T2874,154
T2875,175
T2876,156
T2877,163
T2878,175
T2879,92
T2880,71
T2881,194
T2882,57
T2883,106
T2884,124
T2885,58
T2886,120
T2887,107
T2888,187
T2889,123
T2890,93
T2891,167
T2892,194
T2893,176
T2894,190
T2895,180
T2896,78
T2897,196
T2898,79
T2899,118
T2900,189
T2901,143
T2902,188
T2903,60
T2904,162
T2905,189
T2906,105
T2907,158
T2908,76
T2909,113
T2910,126
T2911,58
T2912,165
T2913,117
T2914,139
T2915,72
T2916,162
T2917,80
T2918,110
T2919,103
T2920,200
T2921,139
T2922,159
T2923,92
T2924,85
T2925,102
T2926,102
T2927,65
T2928,195
T2929,139
T2930,186
T2931,121
T2932,187
T2933,93
T2934,132
T2935,124
T2936,124
T2937,196
T2938,118
T2939,181
T2940,74
T2941,84
T2942,155
T2943,65
T2944,120
T2945,82
T2946,83
T2947,113
T2948,87
T2949,132
T2950,113
T2951,150
T2952,175
T2953,86
T2954,197
T2955,118
T2956,156
T2957,146
T2958,165
T2959,69
T2960,73
T2961,153
T2962,181
T2963,121
T2964,144
T2965,166
T2966,174
T2967,133
T2968,198
T2969,50
T2970,73
T2971,167
T2972,141
T2973,66
T2974,186
T2975,151
T2976,105
T2977,159
T2978,104
T2979,176
T2980,118
T2981,132
T2982,122
T2983,136
T2984,190
T2985,197
T2986,83
T2987,194
T2988,174
T2989,137
T2990,62
T2991,61
T2992,75
T2993,167
T2994,54
T2995,81
T2996,90
T2997,162
T2998,166
T2999,50
T3000,159
T3001,101
T3002,83
T3003,127
T3004,90
T3005,120
T3006,73
T3007,142
T3008,114
T3009,71
T3010,145
T3011,92
T3012,63
T3013,151
T3014,128
T3015,109
T3016,159
T3017,73
T3018,74
T3019,50
T3020,104
T3021,172
T3022,69
T3023,83
T3024,107
T3025,182
T3026,163
T3027,52
T3028,52
T3029,137
T3030,80
T3031,158
T3032,83
T3033,172
T3034,68
T3035,108
T3036,148
T3037,72
T3038,76
T3039,76
T3040,130
T3041,144
T3042,126
T3043,85
T3044,147
T3045,84
T3046,86
T3047,67
T3048,185
T3049,194
T3050,52
T3051,92
T3052,162
T3053,139
T3054,104
T3055,88
T3056,155
T3057,163
T3058,105
T3059,72
T3060,75
T3061,85
T3062,81
T3063,200
T3064,148
T3065,139
T3066,159
T3067,130
T3068,85
T3069,113
T3070,120
T3071,71
T3072,113
T3073,191
T3074,122
T3075,56
T3076,127
T3077,102
T3078,182
T3079,180
T3080,98
T3081,150
T3082,125
T3083,63
T3084,111
T3085,176
T3086,148
T3087,78
T3088,111
T3089,177
T3090,68
T3091,185
T3092,53
T3093,142
T3094,131
T3095,83
T3096,149
T3097,195
T3098,157
T3099,143
T3100,189
T3101,94
T3102,170
T3103,68
T3104,54
T3105,200
T3106,67
T3107,53
T3108,117
T3109,105
T3110,60
T3111,65
T3112,151
T3113,179
T3114,123
T3115,178
T3116,156
T3117,158
T3118,152
T3119,71
T3120,187
T3121,187
T3122,89
T3123,121
T3124,71
T3125,129
T3126,70
T3127,180
T3128,102
T3129,89
T3130,187
T3131,133
T3132,150
T3133,200
T3134,66
T3135,129
T3136,161
T3137,111
T3138,64
T3139,112
T3140,72
T3141,161
T3142,79
T3143,166
T3144,64
T3145,129
T3146,94
T3147,80
T3148,53
T3149,85
T3150,52
T3151,91
T3152,177
T3153,138
T3154,183
T3155,182
T3156,116
T3157,92
T3158,145
T3159,82
T3160,118
T3161,80
T3162,57
T3163,135
T3164,159
T3165,119
T3166,184
T3167,66
T3168,117
T3169,197
T3170,69
T3171,177
T3172,166
T3173,180
T3174,142
T3175,64
T3176,177
T3177,195
T3178,92
T3179,144
T3180,90
T3181,115
T3182,76
T3183,196
T3184,79
T3185,108
T3186,180
T3187,50
T3188,61
T3189,53
T3190,112
T3191,61
T3192,170
T3193,143
T3194,148
T3195,88
T3196,95
T3197,59
T3198,191
T3199,157
T3200,107
T3201,132
T3202,113
T3203,156
T3204,131
T3205,119
T3206,69
T3207,196
T3208,145
T3209,80
T3210,178
T3211,63
T3212,95
T3213,107
T3214,182
T3215,61
T3216,152
T3217,67
T3218,169
T3219,122
T3220,129
T3221,133
T3222,72
T3223,191
T3224,166
T3225,52
T3226,144
T3227,101
T3228,124
T3229,194
T3230,127
T3231,112
T3232,168
T3233,144
T3234,176
T3235,100
T3236,189
T3237,112
T3238,88
T3239,51
T3240,154
T3241,56
T3242,109
T3243,188
T3244,138
T3245,52
T3246,135
T3247,50
T3248,146
T3249,128
T3250,76
T3251,102
T3252,185
T3253,110
T3254,157
T3255,175
T3256,65
T3257,86
T3258,121
T3259,73
T3260,61
T3261,109
T3262,183
T3263,155
T3264,145
T3265,167
T3266,71
T3267,198
T3268,74
T3269,179
T3270,84
T3271,150
T3272,69
T3273,195
T3274,65
T3275,161
T3276,83
T3277,110
T3278,124
T3279,116
T3280,130
T3281,150
T3282,133
T3283,131
T3284,165
T3285,119
T3286,109
T3287,69
T3288,101
T3289,84
T3290,199
T3291,77
T3292,89
T3293,77
T3294,92
T3295,165
T3296,169
T3297,130
T3298,154
T3299,80
T3300,187
T3301,141
T3302,103
T3303,165
T3304,128
T3305,168
T3306,117
T3307,80
T3308,73
T3309,90
T3310,127
T3311,60
T3312,105
T3313,133
T3314,87
T3315,73
T3316,113
T3317,141
T3318,151
T3319,181
T3320,62
T3321,126
T3322,116
T3323,94
T3324,57
T3325,153
T3326,165
T3327,192
T3328,190
T3329,113
T3330,74
T3331,168
T3332,76
T3333,85
T3334,81
T3335,53
T3336,65
T3337,106
T3338,83
T3339,100
T3340,152
T3341,145
T3342,71
T3343,199
T3344,200
T3345,116
T3346,69
T3347,55
T3348,66
T3349,100
T3350,163
T3351,82
T3352,73
T3353,134
T3354,81
T3355,60
T3356,168
T3357,62
T3358,93
T3359,196
T3360,160
T3361,151
T3362,177
T3363,57
T3364,147
T3365,159
T3366,94
T3367,140
T3368,104
T3369,97
T3370,120
T3371,121
T3372,164
T3373,88
T3374,58
T3375,112
T3376,125
T3377,177
T3378,155
T3379,190
T3380,172
T3381,65
T3382,72
T3383,121
T3384,148
T3385,85
T3386,157
T3387,101
T3388,184
T3389,113
T3390,189
T3391,54
T3392,147
T3393,141
T3394,172
T3395,189
T3396,174
T3397,138
T3398,194
T3399,178
T3400,132
T3401,149
T3402,119
T3403,96
T3404,56
T3405,131
T3406,106
T3407,57
T3408,121
T3409,64
T3410,170
T3411,185
T3412,141
T3413,199
T3414,109
T3415,90
T3416,75
T3417,113
T3418,111
T3419,118
T3420,186
T3421,64
T3422,106
T3423,197
T3424,149
T3425,140
T3426,94
T3427,95
T3428,110
T3429,131
T3430,141
T3431,57
T3432,140
T3433,195
T3434,194
T3435,86
T3436,194
T3437,98
T3438,176
T3439,188
T3440,129
T3441,94
T3442,175
T3443,59
T3444,73
T3445,64
T3446,109
T3447,106
T3448,55
T3449,184
T3450,172
T3451,50
T3452,134
T3453,101
T3454,83
T3455,137
T3456,95
T3457,132
T3458,65
T3459,55
T3460,87
T3461,200
T3462,86
T3463,78
T3464,184
T3465,143
T3466,68
T3467,145
T3468,151
T3469,200
T3470,75
T3471,136
T3472,127
T3473,132
T3474,84
T3475,90
T3476,161
T3477,174
T3478,131
T3479,94
T3480,193
T3481,141
T3482,107
T3483,200
T3484,94
T3485,146
T3486,128
T3487,125
T3488,82
T3489,95
T3490,50
T3491,196
T3492,150
T3493,195
T3494,58
T3495,96
T3496,131
T3497,106
T3498,194
T3499,76
T3500,177
T3501,86
T3502,134
T3503,69
T3504,110
T3505,138
T3506,131
T3507,92
T3508,72
T3509,135
T3510,164
T3511,52
T3512,117
T3513,103
T3514,113
T3515,67
T3516,139
T3517,115
T3518,77
T3519,50
T3520,62
T3521,148
T3522,162
T3523,157
T3524,92
T3525,155
T3526,176
T3527,146
T3528,139
T3529,189
T3530,146
T3531,75
T3532,172
T3533,197
T3534,107
T3535,91
T3536,165
T3537,68
T3538,58
T3539,125
T3540,55
T3541,131
T3542,116
T3543,76
T3544,68
T3545,137
T3546,93
T3547,146
T3548,91
T3549,69
T3550,190
T3551,73
T3552,136
T3553,173
T3554,57
T3555,160
T3556,92
T3557,161
T3558,90
T3559,63
T3560,75
T3561,134
T3562,102
T3563,98
T3564,154
T3565,191
T3566,188
T3567,117
T3568,122
T3569,126
T3570,110
T3571,74
T3572,62
T3573,150
T3574,196
T3575,190
T3576,175
T3577,89
T3578,63
T3579,142
T3580,50
T3581,159
T3582,72
T3583,125
T3584,172
T3585,101
T3586,74
T3587,56
T3588,102
T3589,93
T3590,124
T3591,70
T3592,171
T3593,79
T3594,128
T3595,151
T3596,170
T3597,175
T3598,117
T3599,73
T3600,189
T3601,149
T3602,97
T3603,144
T3604,147
T3605,144
T3606,97
T3607,164
T3608,61
T3609,117
T3610,162
T3611,169
T3612,117
T3613,107
T3614,118
T3615,194
T3616,65
T3617,88
T3618,74
T3619,71
T3620,138
T3621,188
T3622,155
T3623,200
T3624,108
T3625,191
T3626,65
T3627,149
T3628,183
T3629,157
T3630,187
T3631,171
T3632,196
T3633,110
T3634,171
T3635,126
T3636,70
T3637,151
T3638,58
T3639,178
T3640,196
T3641,182
T3642,196
T3643,87
T3644,80
T3645,164
T3646,94
T3647,92
T3648,104
T3649,99
T3650,82
T3651,60
T3652,158
T3653,70
T3654,161
T3655,101
T3656,87
T3657,116
T3658,131
T3659,67
T3660,72
T3661,149
T3662,192
T3663,151
T3664,191
T3665,133
T3666,120
T3667,183
T3668,167
T3669,53
T3670,200
T3671,183
T3672,157
T3673,78
T3674,156
T3675,88
T3676,87
T3677,195
T3678,200
T3679,199
T3680,75
T3681,77
T3682,194
T3683,75
T3684,123
T3685,187
T3686,138
T3687,155
T3688,117
T3689,148
T3690,174
T3691,196
T3692,171
T3693,59
T3694,94
T3695,120
T3696,153
T3697,86
T3698,152
T3699,59
T3700,151
T3701,134
T3702,110
T3703,62
T3704,171
T3705,118
T3706,145
T3707,55
T3708,136
T3709,127
T3710,129
T3711,121
T3712,175
T3713,75
T3714,108
T3715,84
T3716,126
T3717,163
T3718,132
T3719,118
T3720,156
T3721,72
T3722,98
T3723,163
T3724,104
T3725,154
T3726,174
T3727,182
T3728,145
T3729,64
T3730,181
T3731,90
T3732,66
T3733,129
T3734,179
T3735,153
T3736,84
T3737,184
T3738,195
T3739,57
T3740,94
T3741,99
T3742,101
T3743,64
T3744,113
T3745,58
T3746,166
T3747,62
T3748,142
T3749,100
T3750,120
T3751,144
T3752,168
T3753,179
T3754,151
T3755,81
T3756,57
T3757,111
T3758,145
T3759,175
T3760,164
T3761,95
T3762,171
T3763,200
T3764,191
T3765,139
T3766,138
T3767,91
T3768,116
T3769,73
T3770,122
T3771,57
T3772,148
T3773,62
T3774,91
T3775,196
T3776,104
T3777,106
T3778,107
T3779,102
T3780,118
T3781,154
T3782,181
T3783,55
T3784,52
T3785,171
T3786,83
T3787,94
T3788,52
T3789,107
T3790,114
T3791,128
T3792,120
T3793,158
T3794,146
T3795,139
T3796,167
T3797,114
T3798,105
T3799,169
T3800,127
T3801,183
T3802,151
T3803,199
T3804,76
T3805,51
T3806,180
T3807,145
T3808,193
T3809,122
T3810,126
T3811,77
T3812,173
T3813,66
T3814,136
T3815,120
T3816,133
T3817,120
T3818,116
T3819,126
T3820,98
T3821,88
T3822,182
T3823,111
T3824,64
T3825,153
T3826,131
T3827,85
T3828,56
T3829,177
T3830,125
T3831,116
T3832,157
T3833,153
T3834,149
T3835,59
T3836,199
T3837,196
T3838,98
T3839,137
T3840,106
T3841,186
T3842,171
T3843,141
T3844,179
T3845,126
T3846,93
T3847,192
T3848,96
T3849,125
T3850,74
T3851,170
T3852,82
T3853,116
T3854,193
T3855,96
T3856,135
T3857,72
T3858,106
T3859,140
T3860,107
T3861,128
T3862,157
T3863,134
T3864,145
T3865,116
T3866,199
T3867,125
T3868,168
T3869,80
T3870,170
T3871,63
T3872,199
T3873,198
T3874,68
T3875,170
T3876,99
T3877,178
T3878,80
T3879,147
T3880,185
T3881,126
T3882,155
T3883,63
T3884,88
T3885,85
T3886,101
T3887,137
T3888,154
T3889,195
T3890,167
T3891,86
T3892,130
T3893,96
T3894,70
T3895,174
T3896,135
T3897,95
T3898,130
T3899,64
T3900,51
T3901,165
T3902,120
T3903,103
T3904,93
T3905,197
T3906,90
T3907,175
T3908,72
T3909,83
T3910,161
T3911,159
T3912,153
T3913,159
T3914,172
T3915,148
T3916,51
T3917,59
T3918,186
T3919,101
T3920,145
T3921,53
T3922,132
T3923,185
T3924,98
T3925,54
T3926,51
T3927,113
T3928,107
T3929,138
T3930,129
T3931,83
T3932,76
T3933,148
T3934,178
T3935,200
T3936,128
T3937,92
T3938,66
T3939,61
T3940,126
T3941,124
T3942,166
T3943,183
T3944,184
T3945,136
T3946,161
T3947,84
T3948,137
T3949,175
T3950,141
T3951,98
T3952,92
T3953,153
T3954,54
T3955,108
T3956,107
T3957,83
T3958,104
T3959,55
T3960,200
T3961,179
T3962,93
T3963,81
T3964,143
T3965,59
T3966,146
T3967,115
T3968,186
T3969,62
T3970,62
T3971,77
T3972,55
T3973,62
T3974,79
T3975,156
T3976,163
T3977,147
T3978,81
T3979,190
T3980,114
T3981,171
T3982,89
T3983,102
T3984,52
T3985,127
T3986,157
T3987,75
T3988,183
T3989,119
T3990,85
T3991,157
T3992,76
T3993,180
T3994,80
T3995,122
T3996,79
T3997,77
T3998,177
T3999,100
T4000,101
T4001,117
T4002,183
T4003,101
T4004,141
T4005,154
T4006,125
T4007,91
T4008,60
T4009,190
T4010,177
T4011,103
T4012,173
T4013,134
T4014,110
T4015,50
T4016,53
T4017,72
T4018,78
T4019,196
T4020,176
T4021,88
T4022,73
T4023,180
T4024,69
T4025,75
T4026,115
T4027,109
T4028,166
T4029,125
T4030,117
T4031,168
T4032,62
T4033,75
T4034,94
T4035,60
T4036,124
T4037,142
T4038,130
T4039,159
T4040,79
T4041,74
T4042,61
T4043,52
T4044,85
T4045,93
T4046,134
T4047,141
T4048,162
T4049,118
T4050,73
T4051,145
T4052,137
T4053,96
T4054,79
T4055,152
T4056,152
T4057,166
T4058,119
T4059,148
T4060,172
T4061,157
T4062,92
T4063,78
T4064,83
T4065,65
T4066,90
T4067,76
T4068,156
T4069,173
T4070,195
T4071,162
T4072,96
T4073,147
T4074,141
T4075,57
T4076,83
T4077,173
T4078,174
T4079,78
T4080,155
T4081,162
T4082,61
T4083,66
T4084,116
T4085,130
T4086,53
T4087,184
T4088,197
T4089,194
T4090,107
T4091,136
T4092,182
T4093,183
T4094,74
T4095,160
T4096,113
T4097,173
T4098,138
T4099,148
T4100,88
T4101,192
T4102,63
T4103,52
T4104,90
T4105,179
T4106,170
T4107,176
T4108,92
T4109,69
T4110,175
T4111,132
T4112,111
T4113,134
T4114,121
T4115,62
T4116,179
T4117,107
T4118,190
T4119,146
T4120,153
T4121,110
T4122,70
T4123,167
T4124,163
T4125,196
T4126,164
T4127,72
T4128,177
T4129,164
T4130,130
T4131,80
T4132,177
T4133,54
T4134,76
T4135,153
T4136,155
T4137,59
T4138,192
T4139,190
T4140,50
T4141,73
T4142,127
T4143,180
T4144,193
T4145,102
T4146,166
T4147,137
T4148,143
T4149,63
T4150,107
T4151,166
T4152,134
T4153,193
T4154,171
T4155,143
T4156,165
T4157,79
T4158,74
T4159,106
T4160,50
T4161,137
T4162,140
T4163,124
T4164,190
T4165,183
T4166,145
T4167,77
T4168,61
T4169,92
T4170,176
T4171,85
T4172,154
T4173,77
T4174,115
T4175,100
T4176,98
T4177,80
T4178,150
T4179,105
T4180,167
T4181,98
T4182,136
T4183,77
T4184,156
T4185,61
T4186,200
T4187,81
T4188,165
T4189,167
T4190,200
T4191,179
T4192,84
T4193,177
T4194,51
T4195,185
T4196,62
T4197,191
T4198,160
T4199,199
T4200,173
T4201,180
T4202,95
T4203,198
T4204,94
T4205,82
T4206,76
T4207,149
T4208,132
T4209,179
T4210,148
T4211,157
T4212,113
T4213,120
T4214,151
T4215,137
T4216,125
T4217,165
T4218,84
T4219,85
T4220,155
T4221,181
T4222,126
T4223,190
T4224,130
T4225,191
T4226,105
T4227,101
T4228,103
T4229,124
T4230,138
T4231,83
T4232,95
T4233,178
T4234,188
T4235,132
T4236,79
T4237,140
T4238,193
T4239,172
T4240,199
T4241,196
T4242,156
T4243,186
T4244,123
T4245,158
T4246,53
T4247,183
T4248,77
T4249,56
T4250,147
T4251,87
T4252,63
T4253,64
T4254,101
T4255,118
T4256,91
T4257,123
T4258,114
T4259,87
T4260,65
T4261,125
T4262,102
T4263,188
T4264,58
T4265,141
T4266,165
T4267,76
T4268,193
T4269,107
T4270,193
T4271,149
T4272,110
T4273,180
T4274,123
T4275,62
T4276,147
T4277,149
T4278,156
T4279,130
T4280,191
T4281,63
T4282,53
T4283,114
T4284,101
T4285,163
T4286,107
T4287,144
T4288,200
T4289,189
T4290,100
T4291,99
T4292,125
T4293,164
T4294,95
T4295,69
T4296,97
T4297,94
T4298,181
T4299,80
T4300,146
T4301,60
T4302,159
T4303,121
T4304,192
T4305,117
T4306,83
T4307,91
T4308,199
T4309,115
T4310,51
T4311,134
T4312,169
T4313,89
T4314,60
T4315,89
T4316,132
T4317,63
T4318,127
T4319,175
T4320,196
T4321,190
T4322,141
T4323,68
T4324,131
T4325,184
T4326,106
T4327,97
T4328,183
T4329,67
T4330,179
T4331,90
T4332,156
T4333,189
T4334,187
T4335,153
T4336,73
T4337,139
T4338,106
T4339,104
T4340,134
T4341,134
T4342,142
T4343,125
T4344,105
T4345,185
T4346,171
T4347,193
T4348,52
T4349,79
T4350,138
T4351,164
T4352,111
T4353,112
T4354,60
T4355,132
T4356,147
T4357,79
T4358,148
T4359,115
T4360,188
T4361,122
T4362,56
T4363,182
T4364,145
T4365,181
T4366,180
T4367,164
T4368,174
T4369,61
T4370,125
T4371,99
T4372,132
T4373,181
T4374,71
T4375,74
T4376,92
T4377,187
T4378,186
T4379,51
T4380,66
T4381,103
T4382,104
T4383,158
T4384,76
T4385,102
T4386,187
T4387,161
T4388,68
T4389,89
T4390,56
T4391,167
T4392,134
T4393,59
T4394,72
T4395,68
T4396,63
T4397,95
T4398,114
T4399,192
T4400,68
T4401,197
T4402,108
T4403,116
T4404,154
T4405,149
T4406,165
T4407,153
T4408,160
T4409,130
T4410,54
T4411,149
T4412,80
T4413,186
T4414,51
T4415,66
T4416,199
T4417,61
T4418,68
T4419,141
T4420,178
T4421,77
T4422,124
T4423,127
T4424,72
T4425,122
T4426,162
T4427,147
T4428,151
T4429,57
T4430,171
T4431,90
T4432,186
T4433,106
T4434,84
T4435,150
T4436,189
T4437,125
T4438,86
T4439,126
T4440,145
T4441,52
T4442,191
T4443,192
T4444,86
T4445,81
T4446,60
T4447,51
T4448,196
T4449,150
T4450,187
T4451,190
T4452,71
T4453,128
T4454,103
T4455,138
T4456,104
T4457,155
T4458,181
T4459,86
T4460,91
T4461,97
T4462,106
T4463,114
T4464,99
T4465,79
T4466,96
T4467,195
T4468,63
T4469,190
T4470,168
T4471,190
T4472,68
T4473,124
T4474,67
T4475,114
T4476,75
T4477,100
T4478,198
T4479,174
T4480,134
T4481,141
T4482,82
T4483,110
T4484,75
T4485,122
T4486,67
T4487,99
T4488,131
T4489,174
T4490,165
T4491,134
T4492,128
T4493,199
T4494,89
T4495,194
T4496,195
T4497,143
T4498,130
T4499,159
T4500,93
T4501,51
T4502,130
T4503,113
T4504,106
T4505,161
T4506,120
T4507,142
T4508,84
T4509,134
T4510,172
T4511,168
T4512,164
T4513,141
T4514,128
T4515,174
T4516,191
T4517,77
T4518,94
T4519,70
T4520,121
T4521,85
T4522,187
T4523,100
T4524,117
T4525,69
T4526,69
T4527,54
T4528,179
T4529,57
T4530,198
T4531,198
T4532,153
T4533,104
T4534,59
T4535,191
T4536,116
T4537,189
T4538,188
T4539,170
T4540,88
T4541,143
T4542,150
T4543,107
T4544,200
T4545,124
T4546,84
T4547,168
T4548,178
T4549,180
T4550,73
T4551,151
T4552,143
T4553,178
T4554,52
T4555,111
T4556,92
T4557,181
T4558,85
T4559,164
T4560,90
T4561,95
T4562,194
T4563,194
T4564,87
T4565,173
T4566,141
T4567,60
T4568,106
T4569,174
T4570,109
T4571,66
T4572,117
T4573,144
T4574,109
T4575,60
T4576,102
T4577,182
T4578,142
T4579,149
T4580,170
T4581,166
T4582,61
T4583,60
T4584,132
T4585,76
T4586,183
T4587,120
T4588,117
T4589,198
T4590,189
T4591,195
T4592,94
T4593,146
T4594,146
T4595,143
T4596,200
T4597,69
T4598,182
T4599,114
T4600,146
T4601,107
T4602,182
T4603,153
T4604,140
T4605,138
T4606,174
T4607,173
T4608,51
T4609,178
T4610,85
T4611,162
T4612,92
T4613,108
T4614,69
T4615,181
T4616,121
T4617,104
T4618,88
T4619,97
T4620,90
T4621,142
T4622,80
T4623,108
T4624,156
T4625,134
T4626,79
T4627,173
T4628,172
T4629,172
T4630,103
T4631,91
T4632,155
T4633,55
T4634,112
T4635,61
T4636,82
T4637,196
T4638,91
T4639,84
T4640,181
T4641,60
T4642,196
T4643,87
T4644,64
T4645,92
T4646,116
T4647,96
T4648,182
T4649,153
T4650,194
T4651,54
T4652,122
T4653,71
T4654,105
T4655,164
T4656,170
T4657,173
T4658,93
T4659,106
T4660,155
T4661,86
T4662,199
T4663,96
T4664,180
T4665,117
T4666,92
T4667,137
T4668,166
T4669,67
T4670,108
T4671,146
T4672,148
T4673,83
T4674,77
T4675,54
T4676,101
T4677,183
T4678,179
T4679,157
T4680,88
T4681,74
T4682,95
T4683,171
T4684,59
T4685,186
T4686,178
T4687,80
T4688,73
T4689,173
T4690,83
T4691,188
T4692,50
T4693,160
T4694,183
T4695,157
T4696,144
T4697,61
T4698,185
T4699,159
T4700,108
T4701,173
T4702,147
T4703,139
T4704,200
T4705,197
T4706,75
T4707,158
T4708,84
T4709,115
T4710,172
T4711,109
T4712,71
T4713,122
T4714,189
T4715,154
T4716,115
T4717,98
T4718,51
T4719,51
T4720,197
T4721,183
T4722,80
T4723,183
T4724,51
T4725,146
T4726,102
T4727,130
T4728,154
T4729,142
T4730,77
T4731,89
T4732,159
T4733,199
T4734,114
T4735,116
T4736,187
T4737,158
T4738,194
T4739,143
T4740,120
T4741,151
T4742,102
T4743,155
T4744,191
T4745,192
T4746,173
T4747,95
T4748,144
T4749,193
T4750,192
T4751,173
T4752,114
T4753,128
T4754,197
T4755,138
T4756,151
T4757,85
T4758,80
T4759,108
T4760,164
T4761,91
T4762,75
T4763,104
T4764,180
T4765,152
T4766,136
T4767,190
T4768,63
T4769,91
T4770,149
T4771,51
T4772,73
T4773,87
T4774,170
T4775,161
T4776,72
T4777,66
T4778,117
T4779,106
T4780,144
T4781,70
T4782,59
T4783,148
T4784,152
T4785,183
T4786,123
T4787,64
T4788,94
T4789,176
T4790,162
T4791,52
T4792,101
T4793,182
T4794,123
T4795,99
T4796,58
T4797,180
T4798,182
T4799,109
T4800,93
T4801,59
T4802,142
T4803,111
T4804,50
T4805,90
T4806,72
T4807,120
T4808,152
T4809,140
T4810,151
T4811,153
T4812,200
T4813,101
T4814,182
T4815,53
T4816,67
T4817,73
T4818,190
T4819,122
T4820,193
T4821,199
T4822,139
T4823,138
T4824,120
T4825,107
T4826,99
T4827,166
